close	Entropy: 1.32951978871	NN: 16	VB: 39	JJ: 80
white	Entropy: 0.201242845272	NN: 8	VB: 0	JJ: 248
head	Entropy: 0.20102102593	NN: 403	VB: 13	JJ: 0
particular	Entropy: 0.19776196491	NN: 5	VB: 0	JJ: 159
trouble	Entropy: 0.195892540794	NN: 129	VB: 4	JJ: 0
major	Entropy: 0.193349782005	NN: 5	VB: 1	JJ: 221
original	Entropy: 0.192861312263	NN: 3	VB: 0	JJ: 99
bad	Entropy: 0.19253483807	NN: 4	VB: 0	JJ: 132
own	Entropy: 0.18721453926	NN: 0	VB: 22	JJ: 749
want	Entropy: 0.183183401523	NN: 9	VB: 316	JJ: 0
pool	Entropy: 0.183159193947	NN: 106	VB: 3	JJ: 0
let	Entropy: 0.181512051306	NN: 7	VB: 249	JJ: 0
farm	Entropy: 0.176858240443	NN: 111	VB: 3	JJ: 0
tax	Entropy: 0.175657646158	NN: 186	VB: 5	JJ: 0
board	Entropy: 0.162477570053	NN: 165	VB: 4	JJ: 0
try	Entropy: 0.161494750339	NN: 3	VB: 125	JJ: 0
high	Entropy: 0.160030893539	NN: 10	VB: 0	JJ: 419
material	Entropy: 0.158789750567	NN: 170	VB: 0	JJ: 4
top	Entropy: 0.157625409465	NN: 129	VB: 3	JJ: 0
house	Entropy: 0.15536416892	NN: 392	VB: 9	JJ: 0
local	Entropy: 0.152552676109	NN: 6	VB: 0	JJ: 268
private	Entropy: 0.15064336239	NN: 4	VB: 0	JJ: 182
staff	Entropy: 0.139577960973	NN: 101	VB: 2	JJ: 0
rate	Entropy: 0.137851843024	NN: 204	VB: 4	JJ: 0
sort	Entropy: 0.13599617031	NN: 156	VB: 3	JJ: 0
chance	Entropy: 0.130894269221	NN: 127	VB: 1	JJ: 1
special	Entropy: 0.125474134153	NN: 4	VB: 0	JJ: 230
court	Entropy: 0.123530761334	NN: 118	VB: 2	JJ: 0
hand	Entropy: 0.12315925011	NN: 411	VB: 7	JJ: 0
service	Entropy: 0.120934644342	NN: 241	VB: 4	JJ: 0
stock	Entropy: 0.110378812441	NN: 136	VB: 2	JJ: 0
size	Entropy: 0.110378812441	NN: 136	VB: 2	JJ: 0
wall	Entropy: 0.109102251229	NN: 138	VB: 2	JJ: 0
national	Entropy: 0.107939886408	NN: 3	VB: 0	JJ: 209
ready	Entropy: 0.107857419117	NN: 0	VB: 2	JJ: 140
low	Entropy: 0.106047044987	NN: 2	VB: 0	JJ: 143
side	Entropy: 0.103721415133	NN: 365	VB: 0	JJ: 5
program	Entropy: 0.102821333486	NN: 369	VB: 5	JJ: 0
reason	Entropy: 0.0979389750975	NN: 236	VB: 3	JJ: 0
picture	Entropy: 0.0974063885185	NN: 159	VB: 2	JJ: 0
dead	Entropy: 0.0959531111655	NN: 2	VB: 0	JJ: 162
keep	Entropy: 0.0947250756623	NN: 3	VB: 246	JJ: 0
stage	Entropy: 0.0918624099601	NN: 171	VB: 2	JJ: 0
line	Entropy: 0.085567920129	NN: 279	VB: 3	JJ: 0
group	Entropy: 0.0845163426319	NN: 377	VB: 4	JJ: 0
type	Entropy: 0.0832887655699	NN: 193	VB: 2	JJ: 0
price	Entropy: 0.0822579580554	NN: 99	VB: 1	JJ: 0
will	Entropy: 0.0822579580554	NN: 99	VB: 1	JJ: 0
sun	Entropy: 0.0809294735425	NN: 101	VB: 1	JJ: 0
radio	Entropy: 0.0790215914935	NN: 104	VB: 1	JJ: 0
school	Entropy: 0.0780176729419	NN: 416	VB: 4	JJ: 0
age	Entropy: 0.0771603160679	NN: 212	VB: 2	JJ: 0
interest	Entropy: 0.0765407459187	NN: 320	VB: 3	JJ: 0
pattern	Entropy: 0.0760490578331	NN: 109	VB: 1	JJ: 0
plane	Entropy: 0.0749266120093	NN: 111	VB: 1	JJ: 0
international	Entropy: 0.0722711437696	NN: 1	VB: 0	JJ: 116
position	Entropy: 0.070927052847	NN: 235	VB: 2	JJ: 0
say	Entropy: 0.0698822214663	NN: 4	VB: 476	JJ: 0
game	Entropy: 0.0698113019374	NN: 121	VB: 1	JJ: 0
field	Entropy: 0.0697128834228	NN: 240	VB: 2	JJ: 0
piece	Entropy: 0.0670878123254	NN: 127	VB: 1	JJ: 0
find	Entropy: 0.0646751115436	NN: 3	VB: 393	JJ: 0
final	Entropy: 0.0619061049099	NN: 1	VB: 0	JJ: 140
take	Entropy: 0.0595576012043	NN: 4	VB: 578	JJ: 0
table	Entropy: 0.0594569553104	NN: 147	VB: 1	JJ: 0
paper	Entropy: 0.0581488827534	NN: 151	VB: 1	JJ: 0
part	Entropy: 0.0566853390591	NN: 461	VB: 3	JJ: 0
father	Entropy: 0.055134544463	NN: 161	VB: 1	JJ: 0
power	Entropy: 0.0544103872882	NN: 324	VB: 2	JJ: 0
class	Entropy: 0.0542946837453	NN: 164	VB: 1	JJ: 0
ground	Entropy: 0.0532168063331	NN: 168	VB: 1	JJ: 0
space	Entropy: 0.0526949614722	NN: 170	VB: 1	JJ: 0
long	Entropy: 0.0516184626033	NN: 0	VB: 3	JJ: 516
large	Entropy: 0.0513928244284	NN: 2	VB: 0	JJ: 347
case	Entropy: 0.0506638680941	NN: 353	VB: 2	JJ: 0
young	Entropy: 0.0501901395439	NN: 2	VB: 0	JJ: 357
pressure	Entropy: 0.0495539972415	NN: 183	VB: 1	JJ: 0
give	Entropy: 0.0478515277714	NN: 2	VB: 378	JJ: 0
mother	Entropy: 0.0478131841917	NN: 191	VB: 1	JJ: 0
process	Entropy: 0.047193779715	NN: 194	VB: 1	JJ: 0
party	Entropy: 0.0469911292494	NN: 195	VB: 1	JJ: 0
value	Entropy: 0.0461989045629	NN: 199	VB: 1	JJ: 0
evidence	Entropy: 0.04600531496	NN: 200	VB: 1	JJ: 0
true	Entropy: 0.0434671659374	NN: 1	VB: 0	JJ: 214
woman	Entropy: 0.043128880375	NN: 216	VB: 1	JJ: 0
full	Entropy: 0.0427962054864	NN: 1	VB: 0	JJ: 218
home	Entropy: 0.0427962054864	NN: 218	VB: 1	JJ: 0
know	Entropy: 0.0412808166506	NN: 3	VB: 674	JJ: 0
make	Entropy: 0.0370224438303	NN: 3	VB: 767	JJ: 0
war	Entropy: 0.0324965618506	NN: 302	VB: 1	JJ: 0
social	Entropy: 0.028184122996	NN: 1	VB: 0	JJ: 357
room	Entropy: 0.0276561976302	NN: 365	VB: 1	JJ: 0
man	Entropy: 0.026286583905	NN: 1148	VB: 3	JJ: 0
water	Entropy: 0.0245283939552	NN: 420	VB: 1	JJ: 0
number	Entropy: 0.0225193137463	NN: 464	VB: 1	JJ: 0
small	Entropy: 0.0204850707206	NN: 1	VB: 0	JJ: 518
go	Entropy: 0.0181507088725	NN: 1	VB: 596	JJ: 0
J	Entropy: 0.0137646214568	NN: 1626	VB: 0	JJ: 2
time	Entropy: 0.00787499536317	NN: 1552	VB: 1	JJ: 0
Union	Entropy: 0.00294552123182	NN: 100	VB: 0	JJ: 0
religion	Entropy: 0.00291920521582	NN: 101	VB: 0	JJ: 0
Western	Entropy: 0.00289337737779	NN: 0	VB: 0	JJ: 102
ball	Entropy: 0.00289337737779	NN: 102	VB: 0	JJ: 0
scene	Entropy: 0.00289337737779	NN: 102	VB: 0	JJ: 0
serve	Entropy: 0.00286802403733	NN: 0	VB: 103	JJ: 0
mouth	Entropy: 0.00286802403733	NN: 103	VB: 0	JJ: 0
analysis	Entropy: 0.00286802403733	NN: 103	VB: 0	JJ: 0
thought	Entropy: 0.00286802403733	NN: 103	VB: 0	JJ: 0
faith	Entropy: 0.00286802403733	NN: 103	VB: 0	JJ: 0
Southern	Entropy: 0.00286802403733	NN: 0	VB: 0	JJ: 103
French	Entropy: 0.00284313202472	NN: 0	VB: 0	JJ: 104
administration	Entropy: 0.00284313202472	NN: 104	VB: 0	JJ: 0
role	Entropy: 0.00284313202472	NN: 104	VB: 0	JJ: 0
season	Entropy: 0.00281868865723	NN: 105	VB: 0	JJ: 0
continue	Entropy: 0.00281868865723	NN: 0	VB: 105	JJ: 0
write	Entropy: 0.00279468171665	NN: 0	VB: 106	JJ: 0
attitude	Entropy: 0.00279468171665	NN: 106	VB: 0	JJ: 0
existence	Entropy: 0.00279468171665	NN: 106	VB: 0	JJ: 0
language	Entropy: 0.00279468171665	NN: 106	VB: 0	JJ: 0
afternoon	Entropy: 0.00279468171665	NN: 106	VB: 0	JJ: 0
principle	Entropy: 0.00279468171665	NN: 106	VB: 0	JJ: 0
operation	Entropy: 0.00279468171665	NN: 106	VB: 0	JJ: 0
heavy	Entropy: 0.00279468171665	NN: 0	VB: 0	JJ: 106
central	Entropy: 0.00279468171665	NN: 0	VB: 0	JJ: 106
additional	Entropy: 0.00279468171665	NN: 0	VB: 0	JJ: 106
science	Entropy: 0.00277109942814	NN: 107	VB: 0	JJ: 0
English	Entropy: 0.00277109942814	NN: 0	VB: 0	JJ: 107
hall	Entropy: 0.00277109942814	NN: 107	VB: 0	JJ: 0
distance	Entropy: 0.00277109942814	NN: 107	VB: 0	JJ: 0
consider	Entropy: 0.00274793044019	NN: 0	VB: 108	JJ: 0
expect	Entropy: 0.00274793044019	NN: 0	VB: 108	JJ: 0
importance	Entropy: 0.00274793044019	NN: 108	VB: 0	JJ: 0
speak	Entropy: 0.00274793044019	NN: 0	VB: 108	JJ: 0
Court	Entropy: 0.00272516380567	NN: 109	VB: 0	JJ: 0
student	Entropy: 0.00272516380567	NN: 109	VB: 0	JJ: 0
specific	Entropy: 0.00272516380567	NN: 0	VB: 0	JJ: 109
organization	Entropy: 0.00270278896389	NN: 110	VB: 0	JJ: 0
nuclear	Entropy: 0.00270278896389	NN: 0	VB: 0	JJ: 110
extent	Entropy: 0.00270278896389	NN: 110	VB: 0	JJ: 0
easy	Entropy: 0.00270278896389	NN: 0	VB: 0	JJ: 110
include	Entropy: 0.00268079572361	NN: 0	VB: 111	JJ: 0
horse	Entropy: 0.00268079572361	NN: 111	VB: 0	JJ: 0
serious	Entropy: 0.00268079572361	NN: 0	VB: 0	JJ: 111
quality	Entropy: 0.00265917424694	NN: 112	VB: 0	JJ: 0
federal	Entropy: 0.00265917424694	NN: 0	VB: 0	JJ: 112
corner	Entropy: 0.0026379150341	NN: 113	VB: 0	JJ: 0
meaning	Entropy: 0.0026379150341	NN: 113	VB: 0	JJ: 0
series	Entropy: 0.0026379150341	NN: 113	VB: 0	JJ: 0
blood	Entropy: 0.0026170089089	NN: 114	VB: 0	JJ: 0
industrial	Entropy: 0.0026170089089	NN: 0	VB: 0	JJ: 114
technical	Entropy: 0.00259644700506	NN: 0	VB: 0	JJ: 115
length	Entropy: 0.00259644700506	NN: 115	VB: 0	JJ: 0
wide	Entropy: 0.00259644700506	NN: 0	VB: 0	JJ: 115
activity	Entropy: 0.00259644700506	NN: 115	VB: 0	JJ: 0
audience	Entropy: 0.00259644700506	NN: 115	VB: 0	JJ: 0
volume	Entropy: 0.00259644700506	NN: 115	VB: 0	JJ: 0
fiscal	Entropy: 0.00259644700506	NN: 0	VB: 0	JJ: 115
ask	Entropy: 0.00257622075313	NN: 0	VB: 116	JJ: 0
responsibility	Entropy: 0.00257622075313	NN: 116	VB: 0	JJ: 0
earth	Entropy: 0.00257622075313	NN: 116	VB: 0	JJ: 0
Act	Entropy: 0.00257622075313	NN: 116	VB: 0	JJ: 0
trial	Entropy: 0.00255632186814	NN: 117	VB: 0	JJ: 0
appear	Entropy: 0.00255632186814	NN: 0	VB: 117	JJ: 0
character	Entropy: 0.00255632186814	NN: 117	VB: 0	JJ: 0
image	Entropy: 0.00255632186814	NN: 117	VB: 0	JJ: 0
hot	Entropy: 0.00253674233781	NN: 0	VB: 0	JJ: 118
nation	Entropy: 0.00253674233781	NN: 118	VB: 0	JJ: 0
medical	Entropy: 0.00253674233781	NN: 0	VB: 0	JJ: 118
eye	Entropy: 0.00251747441137	NN: 119	VB: 0	JJ: 0
window	Entropy: 0.00251747441137	NN: 119	VB: 0	JJ: 0
decision	Entropy: 0.00251747441137	NN: 119	VB: 0	JJ: 0
freedom	Entropy: 0.00251747441137	NN: 119	VB: 0	JJ: 0
opportunity	Entropy: 0.00249851058893	NN: 120	VB: 0	JJ: 0
reaction	Entropy: 0.00247984361136	NN: 121	VB: 0	JJ: 0
Church	Entropy: 0.00247984361136	NN: 121	VB: 0	JJ: 0
performance	Entropy: 0.00246146645066	NN: 122	VB: 0	JJ: 0
meeting	Entropy: 0.00246146645066	NN: 122	VB: 0	JJ: 0
treatment	Entropy: 0.00246146645066	NN: 122	VB: 0	JJ: 0
couple	Entropy: 0.00246146645066	NN: 122	VB: 0	JJ: 0
beautiful	Entropy: 0.00244337230075	NN: 0	VB: 0	JJ: 123
remember	Entropy: 0.00244337230075	NN: 0	VB: 123	JJ: 0
University	Entropy: 0.00244337230075	NN: 123	VB: 0	JJ: 0
lot	Entropy: 0.00244337230075	NN: 123	VB: 0	JJ: 0
movement	Entropy: 0.00242555456881	NN: 124	VB: 0	JJ: 0
truth	Entropy: 0.00242555456881	NN: 124	VB: 0	JJ: 0
manner	Entropy: 0.00242555456881	NN: 124	VB: 0	JJ: 0
degree	Entropy: 0.00240800686687	NN: 125	VB: 0	JJ: 0
president	Entropy: 0.00240800686687	NN: 125	VB: 0	JJ: 0
friend	Entropy: 0.00240800686687	NN: 125	VB: 0	JJ: 0
bed	Entropy: 0.00239072300392	NN: 126	VB: 0	JJ: 0
likely	Entropy: 0.00239072300392	NN: 0	VB: 0	JJ: 126
defense	Entropy: 0.00239072300392	NN: 126	VB: 0	JJ: 0
Federal	Entropy: 0.00235692297068	NN: 0	VB: 0	JJ: 128
effective	Entropy: 0.00235692297068	NN: 0	VB: 0	JJ: 128
late	Entropy: 0.00235692297068	NN: 0	VB: 0	JJ: 128
theory	Entropy: 0.00235692297068	NN: 128	VB: 0	JJ: 0
City	Entropy: 0.00235692297068	NN: 128	VB: 0	JJ: 0
evening	Entropy: 0.00234039533671	NN: 129	VB: 0	JJ: 0
month	Entropy: 0.00232410860091	NN: 130	VB: 0	JJ: 0
temperature	Entropy: 0.00232410860091	NN: 130	VB: 0	JJ: 0
husband	Entropy: 0.00230805745016	NN: 131	VB: 0	JJ: 0
literature	Entropy: 0.00230805745016	NN: 131	VB: 0	JJ: 0
Christian	Entropy: 0.00230805745016	NN: 0	VB: 0	JJ: 131
physical	Entropy: 0.00230805745016	NN: 0	VB: 0	JJ: 131
feeling	Entropy: 0.0022922367277	NN: 132	VB: 0	JJ: 0
normal	Entropy: 0.0022922367277	NN: 0	VB: 0	JJ: 132
summer	Entropy: 0.0022922367277	NN: 132	VB: 0	JJ: 0
direction	Entropy: 0.0022922367277	NN: 132	VB: 0	JJ: 0
section	Entropy: 0.00227664142746	NN: 133	VB: 0	JJ: 0
food	Entropy: 0.00227664142746	NN: 133	VB: 0	JJ: 0
research	Entropy: 0.00227664142746	NN: 133	VB: 0	JJ: 0
member	Entropy: 0.00227664142746	NN: 133	VB: 0	JJ: 0
peace	Entropy: 0.00226126668849	NN: 134	VB: 0	JJ: 0
strength	Entropy: 0.00224610778977	NN: 135	VB: 0	JJ: 0
foreign	Entropy: 0.00224610778977	NN: 0	VB: 0	JJ: 135
Island	Entropy: 0.00224610778977	NN: 135	VB: 0	JJ: 0
population	Entropy: 0.00223116014516	NN: 136	VB: 0	JJ: 0
method	Entropy: 0.0022164192986	NN: 137	VB: 0	JJ: 0
understand	Entropy: 0.0022164192986	NN: 0	VB: 137	JJ: 0
hard	Entropy: 0.00218754079836	NN: 0	VB: 0	JJ: 139
production	Entropy: 0.0021733948425	NN: 140	VB: 0	JJ: 0
letter	Entropy: 0.0021733948425	NN: 140	VB: 0	JJ: 0
various	Entropy: 0.0021733948425	NN: 0	VB: 0	JJ: 140
statement	Entropy: 0.00215943907205	NN: 141	VB: 0	JJ: 0
addition	Entropy: 0.00215943907205	NN: 141	VB: 0	JJ: 0
Government	Entropy: 0.00215943907205	NN: 141	VB: 0	JJ: 0
son	Entropy: 0.00215943907205	NN: 141	VB: 0	JJ: 0
market	Entropy: 0.00213208270878	NN: 143	VB: 0	JJ: 0
knowledge	Entropy: 0.00213208270878	NN: 143	VB: 0	JJ: 0
Secretary	Entropy: 0.00213208270878	NN: 143	VB: 0	JJ: 0
effort	Entropy: 0.00210544198211	NN: 145	VB: 0	JJ: 0
hour	Entropy: 0.00210544198211	NN: 145	VB: 0	JJ: 0
purpose	Entropy: 0.00210544198211	NN: 145	VB: 0	JJ: 0
Dr.	Entropy: 0.00210544198211	NN: 145	VB: 0	JJ: 0
street	Entropy: 0.00209238112584	NN: 146	VB: 0	JJ: 0
similar	Entropy: 0.00209238112584	NN: 0	VB: 0	JJ: 146
hair	Entropy: 0.00207948873807	NN: 147	VB: 0	JJ: 0
difference	Entropy: 0.00206676152835	NN: 148	VB: 0	JJ: 0
story	Entropy: 0.00206676152835	NN: 148	VB: 0	JJ: 0
entire	Entropy: 0.00205419629204	NN: 0	VB: 0	JJ: 149
hear	Entropy: 0.00204178990755	NN: 0	VB: 150	JJ: 0
growth	Entropy: 0.00204178990755	NN: 150	VB: 0	JJ: 0
natural	Entropy: 0.00200549383911	NN: 0	VB: 0	JJ: 153
property	Entropy: 0.00200549383911	NN: 153	VB: 0	JJ: 0
National	Entropy: 0.00199369321501	NN: 0	VB: 0	JJ: 154
cent	Entropy: 0.00198203698994	NN: 155	VB: 0	JJ: 0
simple	Entropy: 0.00198203698994	NN: 0	VB: 0	JJ: 155
bring	Entropy: 0.00197052248763	NN: 0	VB: 156	JJ: 0
floor	Entropy: 0.00197052248763	NN: 156	VB: 0	JJ: 0
religious	Entropy: 0.00194790827551	NN: 0	VB: 0	JJ: 158
War	Entropy: 0.00194790827551	NN: 158	VB: 0	JJ: 0
difficult	Entropy: 0.00192583045747	NN: 0	VB: 0	JJ: 160
spirit	Entropy: 0.00191498667413	NN: 161	VB: 0	JJ: 0
industry	Entropy: 0.00191498667413	NN: 161	VB: 0	JJ: 0
Department	Entropy: 0.00190426987843	NN: 162	VB: 0	JJ: 0
